seq_num,zone,sensitivity,hub_id,hub_channel,sensor_id,camera_ip,camera_description,camera_preset,smart_patrol,latitude,longitude,logicalzone,fire_trigger,light_cntrl_ip,light_channel,light_cntrl_description
725,29,Level-3,HUB- 1,Left,51,172.16.1.134,Cam-134,1,Enabled,34.054275,74.880207,14 EME,50,192.168.1.254,Right,Controller
726,30,Level-3,HUB- 1,Left,50,172.16.1.129,Cam-129,1,Enabled,34.054283,74.880246,14 EME,50,192.168.1.254,Right,Controller
727,30,Level-3,HUB- 1,Left,49,172.16.1.129,Cam-129,1,Enabled,34.05429,74.880276,14 EME,50,192.168.1.254,Right,Controller
728,30,Level-3,HUB- 1,Left,48,172.16.1.129,Cam-129,1,Enabled,34.054294,74.88031,14 EME,50,192.168.1.254,Right,Controller
729,30,Level-3,HUB- 1,Left,47,172.16.1.129,Cam-129,1,Enabled,34.054295,74.880338,14 EME,50,192.168.1.254,Right,Controller
730,30,Level-3,HUB- 1,Left,46,172.16.1.129,Cam-129,1,Enabled,34.054303,74.88037,14 EME,50,192.168.1.254,Right,Controller
731,30,Level-3,HUB- 1,Left,45,172.16.1.129,Cam-129,1,Enabled,34.05431,74.880397,14 EME,50,192.168.1.254,Right,Controller
732,30,Level-3,HUB- 1,Left,44,172.16.1.129,Cam-129,1,Enabled,34.054317,74.880428,14 EME,50,192.168.1.254,Right,Controller
733,30,Level-3,HUB- 1,Left,43,172.16.1.129,Cam-129,1,Enabled,34.054326,74.88046,14 EME,50,192.168.1.254,Right,Controller
734,30,Level-3,HUB- 1,Left,42,172.16.1.129,Cam-129,1,Enabled,34.054332,74.880495,14 EME,50,192.168.1.254,Right,Controller
735,30,Level-3,HUB- 1,Left,41,172.16.1.129,Cam-129,1,Enabled,34.054342,74.880525,14 EME,50,192.168.1.254,Right,Controller
736,30,Level-3,HUB- 1,Left,40,172.16.1.129,Cam-129,1,Enabled,34.054353,74.880551,14 EME,50,192.168.1.254,Right,Controller
737,30,Level-3,HUB- 1,Left,39,172.16.1.129,Cam-129,1,Enabled,34.054367,74.880578,14 EME,50,192.168.1.254,Right,Controller
738,30,Level-3,HUB- 1,Left,38,172.16.1.129,Cam-129,1,Enabled,34.054375,74.880605,14 EME,50,192.168.1.254,Right,Controller
739,30,Level-3,HUB- 1,Left,37,172.16.1.129,Cam-129,1,Enabled,34.054384,74.880635,14 EME,50,192.168.1.254,Right,Controller
740,30,Level-3,HUB- 1,Left,36,172.16.1.129,Cam-129,1,Enabled,34.054392,74.880664,14 EME,50,192.168.1.254,Right,Controller
741,30,Level-3,HUB- 1,Left,35,172.16.1.129,Cam-129,1,Enabled,34.054397,74.880692,14 EME,50,192.168.1.254,Right,Controller
742,30,Level-3,HUB- 1,Left,34,172.16.1.129,Cam-129,1,Enabled,34.054399,74.880726,14 EME,50,192.168.1.254,Right,Controller
743,30,Level-3,HUB- 1,Left,33,172.16.1.129,Cam-129,1,Enabled,34.054407,74.880761,14 EME,50,192.168.1.254,Right,Controller
744,30,Level-3,HUB- 1,Left,32,172.16.1.129,Cam-129,1,Enabled,34.054416,74.880794,14 EME,50,192.168.1.254,Right,Controller
745,30,Level-3,HUB- 1,Left,31,172.16.1.129,Cam-129,1,Enabled,34.054422,74.880829,14 EME,50,192.168.1.254,Right,Controller
746,30,Level-3,HUB- 1,Left,30,172.16.1.129,Cam-129,1,Enabled,34.054426,74.880859,14 EME,50,192.168.1.254,Right,Controller
747,30,Level-3,HUB- 1,Left,29,172.16.1.129,Cam-129,1,Enabled,34.054425,74.880884,14 EME,50,192.168.1.254,Right,Controller
748,30,Level-3,HUB- 1,Left,28,172.16.1.129,Cam-129,1,Enabled,34.054417,74.880904,14 EME,50,192.168.1.254,Right,Controller
749,30,Level-3,HUB- 1,Left,27,172.16.1.129,Cam-129,1,Enabled,34.054392,74.88092,14 EME,50,192.168.1.254,Right,Controller
750,30,Level-3,HUB- 1,Left,26,172.16.1.129,Cam-129,1,Enabled,34.054383,74.880947,14 EME,50,192.168.1.254,Right,Controller
751,31,Level-3,HUB- 1,Left,25,172.16.1.164,Cam-164,1,Enabled,34.051625,74.869629,14 EME,50,192.168.1.254,Right,Controller
752,31,Level-3,HUB- 1,Left,24,172.16.1.164,Cam-164,1,Enabled,34.051621,74.869611,14 EME,50,192.168.1.254,Right,Controller
753,31,Level-3,HUB- 1,Left,23,172.16.1.164,Cam-164,1,Enabled,34.051618,74.869578,14 EME,50,192.168.1.254,Right,Controller
754,31,Level-3,HUB- 1,Left,22,172.16.1.164,Cam-164,1,Enabled,34.051618,74.869546,14 EME,50,192.168.1.254,Right,Controller
755,31,Level-3,HUB- 1,Left,21,172.16.1.164,Cam-164,1,Enabled,34.051616,74.869519,14 EME,50,192.168.1.254,Right,Controller
756,31,Level-3,HUB- 1,Left,20,172.16.1.164,Cam-164,1,Enabled,34.051615,74.869485,14 EME,50,192.168.1.254,Right,Controller
757,31,Level-3,HUB- 1,Left,19,172.16.1.164,Cam-164,1,Enabled,34.051611,74.869451,14 EME,50,192.168.1.254,Right,Controller
758,31,Level-3,HUB- 1,Left,18,172.16.1.164,Cam-164,1,Enabled,34.051611,74.86942,14 EME,50,192.168.1.254,Right,Controller
759,31,Level-3,HUB- 1,Left,17,172.16.1.164,Cam-164,1,Enabled,34.051607,74.869379,14 EME,50,192.168.1.254,Right,Controller
760,31,Level-3,HUB- 1,Left,16,172.16.1.164,Cam-164,1,Enabled,34.051604,74.869344,14 EME,50,192.168.1.254,Right,Controller
761,31,Level-3,HUB- 1,Left,15,172.16.1.164,Cam-164,1,Enabled,34.051602,74.869314,14 EME,50,192.168.1.254,Right,Controller
762,31,Level-3,HUB- 1,Left,14,172.16.1.164,Cam-164,1,Enabled,34.051596,74.869289,14 EME,50,192.168.1.254,Right,Controller
763,31,Level-3,HUB- 1,Left,13,172.16.1.164,Cam-164,1,Enabled,34.05159,74.869258,14 EME,50,192.168.1.254,Right,Controller
764,31,Level-3,HUB- 1,Left,12,172.16.1.164,Cam-164,1,Enabled,34.05158,74.869231,14 EME,50,192.168.1.254,Right,Controller
765,31,Level-3,HUB- 1,Left,11,172.16.1.164,Cam-164,1,Enabled,34.051573,74.8692,14 EME,50,192.168.1.254,Right,Controller
766,31,Level-3,HUB- 1,Left,10,172.16.1.164,Cam-164,1,Enabled,34.051568,74.869172,14 EME,50,192.168.1.254,Right,Controller
767,31,Level-3,HUB- 1,Left,9,172.16.1.164,Cam-164,1,Enabled,34.051562,74.869143,14 EME,50,192.168.1.254,Right,Controller
768,31,Level-3,HUB- 1,Left,8,172.16.1.164,Cam-164,1,Enabled,34.051552,74.869113,14 EME,50,192.168.1.254,Right,Controller
769,31,Level-3,HUB- 1,Left,7,172.16.1.164,Cam-164,1,Enabled,34.051545,74.86908,14 EME,50,192.168.1.254,Right,Controller
770,31,Level-3,HUB- 1,Left,6,172.16.1.164,Cam-164,1,Enabled,34.051536,74.869039,14 EME,50,192.168.1.254,Right,Controller
771,31,Level-3,HUB- 1,Left,5,172.16.1.164,Cam-164,1,Enabled,34.051529,74.869002,14 EME,50,192.168.1.254,Right,Controller
772,31,Level-3,HUB- 1,Left,4,172.16.1.164,Cam-164,1,Enabled,34.051519,74.86897,14 EME,50,192.168.1.254,Right,Controller
773,31,Level-3,HUB- 1,Left,3,172.16.1.164,Cam-164,1,Enabled,34.051511,74.868936,14 EME,50,192.168.1.254,Right,Controller
774,31,Level-3,HUB- 1,Left,2,172.16.1.164,Cam-164,1,Enabled,34.051505,74.868901,14 EME,50,192.168.1.254,Right,Controller
775,31,Level-3,HUB- 1,Left,1,172.16.1.164,Cam-164,1,Enabled,34.051499,74.868876,14 EME,50,192.168.1.254,Right,Controller
